geonameid,name,latitude,longitude,feature_code,country_code,population
3516949,Santiago Ixcuintepec,16.93495,-95.62249,PPL,MX,1361
3516951,Santiago Huauclilla,17.45127,-97.07123,PPLA2,MX,233
3516952,Santiago Huajolotitlán,17.82733,-97.73245,PPLA2,MX,2018
3516955,Santiago del Monte,19.40141,-99.94186,PPL,MX,1733
3516956,Santiago de la Peña,20.94461,-97.40714,PPL,MX,8657
3516957,Santiago de Anaya,20.3841,-98.96512,PPL,MX,2214
3516958,Santiago Cuaula,19.60136,-98.64941,PPL,MX,2614
3516959,Santiago Comaltepec,17.56389,-96.54802,PPLA2,MX,710
3516960,Santiago Coltzingo,19.38318,-98.53483,PPL,MX,3155
3516963,Santiago Choápam,17.36084,-95.92219,PPL,MX,1099
3516964,Villa de Santiago Chazumba,18.18897,-97.67982,PPLA2,MX,1918
3516966,Santiago Ayuquililla,17.93338,-97.95695,PPLA2,MX,1449
3516967,Santiago Atzitzihuacán,18.82472,-98.58167,PPL,MX,1006
3516968,Santiago Atitlán,17.10352,-95.9463,PPL,MX,535
3516969,Santiago Astata,15.98682,-95.67624,PPLA2,MX,2207
3516970,Santiago Apoala,17.6481,-97.13648,PPLA2,MX,186
3516971,Santiago Amoltepec,16.64263,-97.49674,PPL,MX,1263
3516973,Santiago Alseseca,18.84511,-97.70716,PPL,MX,7744
3516974,Santiago Acutzilapan,19.7864,-99.76569,PPL,MX,5866
3516975,Santiago Acatlán,18.99334,-97.93375,PPL,MX,7601
3516982,Santiago Tulantepec,20.03618,-98.35563,PPLA2,MX,16078
3516983,Santiago,19.91737,-97.15377,PPL,MX,1107
3516984,Santiago Tlaltepoxco,19.88365,-99.26046,PPL,MX,2359
3516987,Santiago el Pinar,16.94116,-92.71464,PPLA2,MX,1072
3517007,Santa Teresa,20.88989,-98.3833,PPL,MX,4178
3517022,Santa Rosa Xajay,20.43623,-99.89949,PPL,MX,3578
3517029,Santa Rosalía,18.08851,-93.35806,PPL,MX,5528
3517060,Santa Rosa,20.60553,-90.08876,PPL,MX,913
3517071,Santa Rosa,19.47065,-96.46537,PPL,MX,1739
3517084,Santa Rosa de Lima,17.23501,-99.86517,PPL,MX,552
3517090,Santa Rosa,15.72354,-92.10409,PPL,MX,624
3517095,Santa Rita Tlahuapan,19.33211,-98.57688,PPLA2,MX,8412
3517117,Santa Rita,21.98168,-99.84412,PPL,MX,1178
3517138,Santa Rita,16.91905,-91.45972,PPL,MX,605
3517142,Santa Rita,15.68259,-92.04223,PPL,MX,767
3517151,Santander Jiménez,24.2164,-98.48446,PPLA2,MX,5504
3517157,Santa Mónica Autempa,20.45669,-98.70422,PPL,MX,505
3517159,Santa Mónica,20.30847,-98.21791,PPL,MX,1238
3517160,Santa Mónica,19.98363,-98.62143,PPL,MX,1533
3517165,Santa Martha Chichihualtepec,16.64948,-96.77451,PPL,MX,1426
3517169,Santa Martha Etla,17.25067,-96.80734,PPL,MX,782
3517173,Santa María Zoquitlán,16.5586,-96.35359,PPLA2,MX,1686
3517176,Zaniza,16.65531,-97.33785,PPL,MX,1342
3517178,Zacatepec,16.76369,-97.99028,PPL,MX,4854
3517183,Santa María Yavesía,17.23506,-96.42983,PPLA2,MX,440
3517184,Santa María Yalina,17.24006,-96.2624,PPLA2,MX,354
3517187,Yacochi,17.14083,-96.05049,PPL,MX,996
3517189,Xoxoteco,20.51521,-98.62511,PPL,MX,597
3517190,Santa María Xonacatepec,19.08944,-98.10361,PPL,MX,13673
3517191,Santa María Xadani,15.94922,-96.07348,PPL,MX,1042
3517194,Santa María Totolapilla,16.60201,-95.62524,PPL,MX,896
3517196,Santa María Tonameca,15.74676,-96.54589,PPLA2,MX,1850
3517198,Santa María Tlahuitoltepec,17.09774,-96.06296,PPLA2,MX,3452
3517203,Texcalac,19.42333,-98.08663,PPL,MX,6279
3517205,Santa María Tepantlali,16.99751,-96.00989,PPLA2,MX,1096
3517206,Santa María Teopoxco,18.16637,-96.9549,PPLA2,MX,765
3517208,Temaxcaltepec,16.16552,-97.1971,PPL,MX,1498
3517209,Santa María Temaxcalapa,20.3803,-98.19856,PPL,MX,506
3517210,Tecomavaca,17.95577,-97.02263,PPL,MX,1620
3517211,Techachalco,18.95369,-97.47041,PPL,MX,1215
3517212,Tecajete,19.93945,-98.5944,PPL,MX,970
3517216,Santa María Sola,16.56646,-97.01306,PPLA2,MX,548
3517217,Santa María Rayón,19.14808,-99.57974,PPLA2,MX,8590
3517218,Santa María Quelites,19.85391,-99.34773,PPL,MX,2133
3517220,Santa María Petapa,16.82035,-95.119,PPL,MX,2322
3517222,Santa María Peñoles,17.07973,-97.00197,PPL,MX,646
3517223,Ozolotepec,16.13302,-96.37088,PPL,MX,937
3517225,Nopaltepec,19.77829,-98.71046,PPLA2,MX,3467
3517227,Santa María Nduayaco,17.41119,-97.49678,PPLA2,MX,57
3517228,Santa María Nativitas,19.57926,-99.609,PPL,MX,1943
3517230,Santa María Nativitas,17.66154,-97.33543,PPLA2,MX,197
3517231,Moyotzingo,19.24811,-98.40486,PPL,MX,27137
3517232,Mixistlán,17.14026,-96.09865,PPL,MX,777
3517233,Santa María Mazatla,19.51528,-99.38694,PPL,MX,3243
3517235,Santa María Tiltepec,16.0627,-97.17036,PPL,MX,2163
3517236,Santa María Magdalena Cahuacán,19.63804,-99.41349,PPL,MX,5279
3517237,Santa Maria Macua,20.13605,-99.47544,PPL,MX,2197
3517238,Santa María Lovani,17.51563,-96.07994,PPL,MX,779
3517241,Santa María la Alta,18.59982,-97.65809,PPL,MX,6626
3517242,Santa María la Asunción,18.10722,-96.81917,PPL,MX,1701
3517243,Santa María Jicaltepec,16.37917,-98.04333,PPL,MX,1822
3517244,Santa María Jaltianguis,17.3635,-96.52861,PPL,MX,559
3517245,Santa María Jacatepec,17.86068,-96.21174,PPL,MX,1286
3517246,Santa María Ixtiyucán,19.18688,-97.81094,PPL,MX,7298
3517247,Ixcotla,19.42369,-98.31727,PPL,MX,721
3517248,Ixcatlán,17.85337,-97.19328,PPL,MX,506
3517249,Ipalapa,16.63944,-98.03154,PPL,MX,1907
3517250,Santa María Huazolotitlán,16.30258,-97.91293,PPLA2,MX,4763
3517251,Santa María Huatulco,15.83288,-96.32076,PPLA2,MX,7409
3517252,Santa María Guenagati,16.73862,-95.3544,PPL,MX,1487
3517253,Santa María Ecatepec,16.28501,-95.88114,PPLA2,MX,524
3517254,Santa María del Tule,17.0468,-96.63629,PPLA2,MX,7636
3517256,Santa María del Monte,19.28973,-99.82355,PPL,MX,3922
3517257,Santa María del Monte,18.54117,-97.1999,PPL,MX,2910
3517258,Santa María del Mar,16.22107,-94.85702,PPL,MX,771
3517261,Pino Suárez,20.24577,-99.42107,PPL,MX,1073
3517263,Coyomeapan,18.28206,-96.99336,PPL,MX,1108
3517264,Santa María Cortijo,16.45139,-98.2858,PPLA2,MX,1075
3517265,Coronango,19.1209,-98.30594,PPL,MX,14859
3517266,Santa María Colotepec,15.89794,-96.93848,PPLA2,MX,1369
3517268,Santa María Nativitas Coatlán,16.85863,-95.53038,PPL,MX,584
3517270,Santa María Chimalhuacán,19.42155,-98.95038,PPL,MX,70519
3517273,Santa María Chilapa de Díaz,17.51667,-97.68333,PPL,MX,1687
3517274,Santa María Chicometepec,16.17408,-97.96461,PPL,MX,1480
3517277,Santa María Chachoápam,17.52573,-97.28435,PPLA2,MX,435
3517278,Santa María Camotlán,17.89853,-97.69298,PPLA2,MX,1581
3517280,Santa María Atzompa,17.10165,-96.77686,PPL,MX,21788
3517281,Ayoquezco de Aldama,16.68431,-96.84358,PPLA2,MX,3833
3517282,Santa María Atlihuetzian,19.37697,-98.17775,PPL,MX,2691
3517283,Santa María Actipac,19.85547,-98.74561,PPL,MX,3592
3517284,Atarasquillo,19.32831,-99.46899,PPL,MX,13769
3517285,Heroica Ciudad de Tlaxiaco,17.26868,-97.68032,PPLA2,MX,17543
3517286,Santa María Asunción,17.24219,-97.99842,PPL,MX,603
3517288,Santa María Apaxco,19.95524,-99.1868,PPL,MX,3747
3517289,Santa María Apazco,17.63451,-97.10065,PPLA2,MX,432
3517291,Santa María Amajac,20.22949,-98.99833,PPL,MX,1502
3517292,Santa María Alotepec,17.0936,-95.85522,PPL,MX,1065
3517293,Santa María Ajoloapan,19.97694,-99.04472,PPL,MX,9185
3517294,Acuexcomac,19.03742,-98.38501,PPL,MX,4432
3517295,Santa María Acú,20.54713,-90.16347,PPL,MX,1437
3517336,Santa María,19.85704,-99.55486,PPL,MX,1111
3517337,Santa María Citendejé,19.7819,-99.92863,PPL,MX,6136
3517338,Santa María Huecatitla,19.72511,-99.16911,PPL,MX,3328
3517343,Santa María,16.77012,-98.39105,PPL,MX,2230
3517346,Santa Rita,16.13167,-91.975,PPL,MX,1389
3517348,Santa María,15.9922,-95.70296,PPL,MX,1374
3517355,Margarita Huitepec,16.93879,-95.66917,PPL,MX,1009
3517363,Santa Lucía,16.1886,-96.61404,PPL,MX,1608
3517375,Santa Lucía,21.16284,-98.70666,PPL,MX,827
3517377,Sanata Lucía,19.74807,-98.98069,PPL,MX,3639
3517399,Santa Isabel Ixtapan,19.58655,-98.94667,PPL,MX,4407
3517400,Santa Isabel Cholula,18.99667,-98.37944,PPL,MX,1899
3517401,Santa Isabel Chalma,19.15712,-98.76533,PPL,MX,2215
3517414,Santa Isabel,19.53486,-99.62312,PPL,MX,535
3517415,Santa Isabel,18.33608,-92.095,PPL,MX,630
3517421,Santa Inés Varela la Luz,19.15473,-97.38867,PPL,MX,1075
3517422,Tecuexcomac,19.29385,-98.34717,PPL,MX,3041
3517424,Santa Inés del Monte,16.926,-96.86191,PPLA2,MX,642
3517426,Ahuatempan,18.41269,-98.0185,PPL,MX,4105
3517433,Santa Inés,20.45573,-98.09081,PPL,MX,503
3517440,Santa Gertrudis Miramar,16.06359,-95.39279,PPL,MX,1291
3517449,Santa Gertrudis,19.73333,-99.36667,PPL,MX,5185
3517454,Santa Gertrudis,16.78578,-96.79808,PPLA2,MX,2422
3517458,Santa Fe Tepetlapa,18.54915,-99.42467,PPL,MX,1510
3517482,Guillermo Zúñiga,24.01982,-99.1927,PPL,MX,6961
3517498,Santa Elena,20.32842,-89.64453,PPL,MX,3456
3517513,Huiloapan,19.38679,-98.26992,PPL,MX,2877
3517514,Santa Cruz Zenzontepec,16.53399,-97.49546,PPL,MX,598
3517516,Santa Cruz Yagavila,17.43801,-96.32337,PPL,MX,595
3517517,Santa Cruz Xoxocotlán,17.02958,-96.73518,PPL,MX,67086
3517519,Santa Cruz Xitla,16.32233,-96.67265,PPLA2,MX,3857
3517521,Manzana Tercera de Santa Cruz Tepexpan,19.56917,-99.70361,PPL,MX,3753
3517524,Tecámac,19.71288,-98.96895,PPLA2,MX,15244
3517525,Santa Cruz Tayata,17.35753,-97.56949,PPLA2,MX,59
3517526,Santa Cruz Tacahua,16.91925,-97.4917,PPL,MX,578
3517527,Santa Cruz Tacache de Mina,17.82898,-98.15297,PPL,MX,2125
3517528,Santa Cruz Ozolotepec,16.07041,-96.30246,PPL,MX,1090
3517529,Santa Cruz Nundaco,17.17235,-97.72394,PPLA2,MX,345
3517532,Monjas,16.36997,-96.6419,PPL,MX,672
3517533,Santa Cruz Mixtepec,16.79229,-96.88197,PPLA2,MX,1338
3517535,Santa Cruz Lachixolana,17.22784,-96.85561,PPL,MX,1283
3517536,Santa Cruz Itundujia,16.87361,-97.66028,PPL,MX,932
3517538,Santa Cruz Tlaxcala,19.35468,-98.15076,PPLA2,MX,4848
3517543,Santa Cruz Cuauhtenco,19.24907,-99.72939,PPL,MX,7460
3517545,Santa Cruz Bamba y Garrapatero,16.03137,-95.42399,PPL,MX,932
3517572,Santa Cruz,21.19813,-98.49395,PPL,MX,1833
3517577,Santa Cruz Palomeque,20.8805,-89.65527,PPL,MX,835
3517582,Santa Cruz Ex-Hacienda,20.39684,-90.24068,PPL,MX,1255
3517585,Santa Cruz Pueblo,20.33359,-90.10342,PPL,MX,1908
3517588,Santa Cruz Ayotuxco,19.38273,-99.37192,PPL,MX,4952
3517598,Santa Cruz,17.8087,-93.16283,PPL,MX,663
3517599,Santa Cruz Tepate Abajo,17.79933,-93.03682,PPL,MX,610
3517607,Santa Cruz,17.41818,-91.02524,PPL,MX,539
3517608,Santa Cruz,17.31058,-99.26376,PPL,MX,711
3517618,Santa Clara Ocoyucan,18.97616,-98.3014,PPL,MX,4747
3517619,Santa Clara Huitziltepec,18.7689,-97.88117,PPLA2,MX,2709
3517641,Santa Cecilia Jalieza,16.88368,-96.61544,PPL,MX,1006
3517649,Santa Catarina Yecahuizotl,19.31205,-98.96461,PPL,MX,9563
3517652,Santa Catarina Tlaltempan,18.61541,-98.0808,PPLA2,MX,874
3517653,Santa Catarina Ticuá,17.07201,-97.53519,PPL,MX,562
3517655,Santa Catarina Tayata,17.34722,-97.55824,PPLA2,MX,277
3517657,Santa Catarina Quioquitani,16.31501,-96.2867,PPL,MX,505
3517658,Santa Catarina Quiané,16.88041,-96.7405,PPLA2,MX,1813
3517659,Pantelhó,17.0052,-92.47057,PPLA2,MX,6888
3517660,Santa Catarina Otzolotepec,18.57705,-97.26603,PPL,MX,1126
3517663,Santa Catalina Mixtepec,16.89442,-96.94009,PPL,MX,720
3517664,Santa Catarina Minas,16.77924,-96.61507,PPLA2,MX,1733
3517665,Santa Catarina Mechoacán,16.33512,-97.83623,PPLA2,MX,4500
3517666,Santa Catarina Loxicha,16.06949,-96.75472,PPLA2,MX,3081
3517667,Santa Catarina los Reyes,18.88207,-97.43628,PPL,MX,670
3517669,Santa Catarina Juquila,16.23819,-97.29161,PPL,MX,6220
3517670,Santa Catarina Ixtepeji,17.2667,-96.56232,PPL,MX,777
3517671,Santa Catarina Cuixtla,16.30404,-96.64391,PPLA2,MX,1474
3517672,Santa Catarina Coatlán,16.29905,-96.77417,PPL,MX,570
3517673,Santa Catarina Ayotzingo,19.20948,-98.92985,PPL,MX,10702
3517681,Santa Catarina,21.65624,-99.49548,PPLA2,MX,188
3517685,Santa Catarina del Monte,19.48404,-98.77239,PPL,MX,5599
3517687,Santa Catarina,18.96972,-99.14028,PPL,MX,4521
3517688,Santa Catalina,18.16446,-95.2078,PPL,MX,1493
3517698,Santa Bárbara Acuicultzcatepec,19.44579,-98.22397,PPL,MX,838
3517702,Santa Bárbara,21.56882,-99.00862,PPL,MX,700
3517704,Santa Bárbara,20.74687,-99.80047,PPL,MX,809
3517713,Santa Apolonia Teacalco,19.24153,-98.31188,PPLA2,MX,4261
3517725,Santa Ana Yareni,17.39666,-96.61074,PPL,MX,809
3517727,Santa Ana Tlapacoyan,16.74335,-96.83664,PPLA2,MX,1046
3517728,Santa Ana Tlacotenco,19.17569,-98.99788,PPL,MX,10593
3517729,Teloxtoc,18.37919,-97.58021,PPL,MX,1307
3517730,Santa Ana Rayón,17.86149,-98.28794,PPL,MX,546
3517731,Santa Ana Nextlalpan,19.74171,-99.07496,PPLA2,MX,14871
3517732,Santa Ana Necoxtla,18.61312,-98.38307,PPL,MX,1072
3517733,Santa Ana Jilotzingo,19.54116,-99.39477,PPLA2,MX,910
3517734,Santa Anita Huiloac,19.38841,-98.14362,PPL,MX,7183
3517735,Santa Ana Hueytlalpan,20.17484,-98.31209,PPL,MX,5705
3517736,Santa Ana del Valle,16.99478,-96.47144,PPLA2,MX,1993
3517739,Santa Ana de Allende,21.12301,-98.98606,PPL,MX,1575
3517740,Santa Ana Coatepec,18.83667,-98.43472,PPL,MX,1147
3517741,Santa Ana Coapan,18.83109,-97.89167,PPL,MX,1468
3517742,Santa Ana Chiautempan,19.30661,-98.18773,PPLA2,MX,48030
3517744,Santa Ana Ahuehuepan,20.12288,-99.34497,PPL,MX,2917
3517745,Santa Ana Acozautla,18.95556,-98.38306,PPL,MX,1791
3517761,Santa Ana,19.891,-96.50752,PPL,MX,894
3517763,Santa Ana Ixtlahuatzingo (Santa Ana),18.97056,-99.62361,PPL,MX,6697
3517772,Santa Ana,17.05495,-95.08617,PPL,MX,1343
3517776,Santa Ana,16.34071,-96.71604,PPLA2,MX,1906
3517782,Santa Águeda,20.54962,-97.31605,PPL,MX,778
3517783,Santa Adelaida,25.85298,-97.65961,PPL,MX,1754
3517785,San Simonito,18.99139,-99.54,PPL,MX,2028
3517786,San Simón,18.96733,-97.71197,PPL,MX,4980
3517788,San Simón Almolongas,16.40652,-96.71902,PPLA2,MX,1269
3517791,San Simón,18.23697,-93.03395,PPL,MX,1131
3517795,Zinacatepec,18.33516,-97.24621,PPLA2,MX,15592
3517796,Yutanino,16.79136,-97.46131,PPL,MX,958
3517797,Villanueva,19.06085,-97.71935,PPL,MX,6866
3517800,San Sebastián Tenochtitlán,20.27988,-99.68879,PPL,MX,2155
3517801,San Sebastián Teitipac,16.95086,-96.61445,PPLA2,MX,1735
3517802,Tecomaxtlahuaca,17.34721,-98.03167,PPL,MX,2402
3517803,San Sebastián Río Hondo,16.1838,-96.46535,PPL,MX,1002
3517805,Nopalera,16.9431,-97.77793,PPL,MX,1092
3517806,Ixcapa,16.54548,-98.14478,PPL,MX,1337
3517809,San Sebastián Etla,17.16437,-96.78343,PPL,MX,1984
3517810,San Sebastián de las Barrancas Sur,20.26607,-99.93631,PPL,MX,1173
3517811,San Sebastián Coatlán,16.20167,-96.82669,PPLA2,MX,1258
3517812,San Sebastián Abasolo,16.99436,-96.58694,PPLA2,MX,1471
3517816,San Sebastián,21.21664,-98.13193,PPL,MX,1256
3517821,San Sebastián,19.85502,-97.37061,PPL,MX,3942
3517822,San Sebastián,19.78431,-99.0556,PPL,MX,5904
3517824,San Sebastián,18.98056,-99.48222,PPL,MX,797
3517829,Huixcolotla,18.92073,-97.77166,PPLA2,MX,12148
3517830,San Salvador el Verde,19.27002,-98.51648,PPLA2,MX,2768
3517831,San Salvador El Seco,19.13325,-97.64167,PPL,MX,17263
3517832,San Salvador Atenco,19.5517,-98.91867,PPL,MX,17124
3517836,San Salvador,20.28583,-99.01457,PPLA2,MX,1070
3517859,San Raymundo Jalpan,16.97064,-96.75648,PPLA2,MX,1882
3517872,San Rafael Zaragoza,18.64166,-99.00399,PPL,MX,1226
3517875,San Rafael Ixtapalucan,19.29193,-98.55829,PPL,MX,4379
3517879,San Rafael Calería,18.9401,-96.9437,PPL,MX,2233
3517903,San Rafael,23.12491,-99.79403,PPL,MX,508
3517908,San Rafael Matriz,22.61972,-99.88861,PPL,MX,542
3517909,San Rafael,21.58894,-99.70832,PPL,MX,971
3517913,San Rafael,20.70394,-90.1581,PPL,MX,1252
3517915,San Rafael,20.18862,-96.86737,PPLA2,MX,6515
3517917,San Rafael,19.20959,-98.75636,PPL,MX,20873
3517929,San Quintín,16.40672,-91.34575,PPL,MX,1732
3517933,San Pedro Yutniotic,16.08661,-91.38693,PPL,MX,996
3517935,San Pedro y San Pablo Tequixtepec,18.06095,-97.71814,PPLA2,MX,458
3517936,Teposcolula,17.51125,-97.48791,PPL,MX,1737
3517937,Villa de Etla,17.20615,-96.7989,PPL,MX,7285
3517938,San Pedro y San Pablo Ayutla,17.02738,-96.07633,PPLA2,MX,2134
3517943,San Pedro Yólox,17.589,-96.55192,PPLA2,MX,763
3517951,San Pedro Totolápam,16.66669,-96.30245,PPL,MX,1585
3517952,San Pedro Topiltepec,17.43693,-97.34316,PPLA2,MX,174
3517954,San Pedro Tlanixco,19.06259,-99.65237,PPL,MX,5307
3517955,San Pedro Tidaá,17.3405,-97.37709,PPLA2,MX,826
3517956,San Juan y San Pedro Tezompa,19.2068,-98.96073,PPL,MX,11819
3517957,Teutila,17.97773,-96.70599,PPL,MX,1030
3517958,San Pedro Tetitlán,18.25972,-97.32306,PPL,MX,1214
3517961,San Pedro Taviche,16.63782,-96.53673,PPLA2,MX,1089
3517962,San Pedro Tapanatepec,16.37107,-94.19313,PPL,MX,7441
3517966,San Pedro,17.39604,-92.21427,PPL,MX,539
3517968,San Pedro Quiatoni,16.7832,-96.03133,PPLA2,MX,2792
3517970,San Pedro Pochutla,15.74555,-96.4657,PPLA2,MX,13685
3517971,San Pedro Petlacotla,20.41186,-97.91443,PPL,MX,1444
3517973,San Pedro Ocotepec,16.95593,-95.84654,PPL,MX,1224
3517974,San Pedro Nextlalpan,20.15156,-99.38762,PPL,MX,841
3517978,San Pedro Mixtepec Distrito Veintiséis,16.27185,-96.28386,PPLA2,MX,3816
3517979,San Pedro Mixtepec Distrito Veintidós,15.98284,-97.08289,PPLA2,MX,0
3517981,San Pedro Mártir Quiechapa,16.41476,-96.24598,PPLA2,MX,753
3517982,San Pedro Mártir,17.97937,-94.60944,PPL,MX,4855
3517984,San Pedro Los Baños,19.62537,-99.8217,PPL,MX,11886
3517986,San Pedro Juchaltengo,16.3453,-97.08954,PPL,MX,1404
3517987,San Pedro Jocotipac,17.76875,-97.07904,PPL,MX,775
3517988,San Pedro Jicayán,16.45142,-98.01431,PPLA2,MX,4710
3517989,San Pedro Jaltepetongo,17.6877,-97.03515,PPLA2,MX,458
3517990,San Pedro Ixhuatepec,18.79528,-98.63639,PPL,MX,696
3517991,San Pedro Ixtlahuaca,17.0636,-96.81841,PPL,MX,2751
3517992,San Pedro Itztla,20.27466,-97.93449,PPL,MX,1081
3517993,San Pedro Ixcatlán,18.14599,-96.50997,PPL,MX,3504
3517994,San Pedro Huilotepec,16.24506,-95.1509,PPL,MX,2827
3517995,San Pedro Huaquilpan,19.9884,-98.86777,PPL,MX,4459
3517996,San Pedro Huamelula,16.02877,-95.66792,PPLA2,MX,2247
3517998,San Pedro el Alto,19.91056,-99.96361,PPL,MX,2095
3517999,San Pedro el Alto,19.58429,-99.8805,PPL,MX,4708
3518000,San Pedro el Alto,17.14972,-97.46065,PPL,MX,850
3518001,San Pedro el Alto,16.80851,-97.05326,PPL,MX,821
3518002,San Pedro el Alto,16.03513,-96.47361,PPL,MX,716
3518003,San Pedro Ecatepec,19.52158,-98.15468,PPL,MX,1335
3518005,San Pedro de los Metates,19.89907,-99.85827,PPL,MX,2048
3518008,San Pedro Cuayuca,18.48214,-98.18316,PPL,MX,1287
3518009,San Pedro Chimaltepec,16.9958,-95.6596,PPL,MX,948
3518010,San Pedro Chicozapotes,17.76882,-96.95849,PPL,MX,884
3518013,San Pedro Cajonos,17.16885,-96.26236,PPLA2,MX,1142
3518014,San Pedro Buenavista,16.08333,-93.11667,PPL,MX,8390
3518018,San Pedro Atoyac,16.48984,-97.98633,PPLA2,MX,2527
3518019,Ciudad de Atlixco,18.90372,-98.43922,PPLA2,MX,0
3518020,San Pedro Arriba,19.48641,-99.56253,PPL,MX,7040
3518021,San Pedro Apóstol,16.73686,-96.72472,PPLA2,MX,1447
3518023,San Pedro Amatlán,16.32705,-96.44896,PPL,MX,635
3518081,San Pedro Tlachichilco,20.16109,-98.26415,PPL,MX,1896
3518100,San Pedro del Río,16.50991,-97.48122,PPL,MX,636
3518115,San Pablo Soyatitlanapan,18.65517,-98.14933,PPL,MX,577
3518116,San Pablo Yaganiza,17.14468,-96.22989,PPLA2,MX,1108
3518117,San Pablo Villa de Mitla,16.92168,-96.36288,PPLA2,MX,8167
3518118,San Pablo Tolimán,20.85703,-99.89985,PPL,MX,3667
3518121,Tepetzingo,18.42185,-97.33785,PPL,MX,1970
3518122,San Pablo Tecalco,19.67309,-98.95837,PPL,MX,5344
3518124,San Pablo Oxtotipan,20.34068,-99.37755,PPL,MX,626
3518125,San Pablo Macuiltianguis,17.5342,-96.55337,PPLA2,MX,371
3518126,San Pablo Ixayoc,19.47317,-98.79522,PPL,MX,2608
3518128,San Pablo Huixtepec,16.82154,-96.78147,PPLA2,MX,8786
3518129,San Pablo Huitzo,17.27738,-96.88527,PPLA2,MX,5519
3518130,San Pablo Hidalgo,18.58236,-99.04375,PPL,MX,540
3518131,San Pablo Guilá,16.80308,-96.44009,PPL,MX,4303
3518132,San Pablo Etla,17.14397,-96.74812,PPL,MX,3658
3518134,San Pablo de las Tunas,18.99556,-97.70972,PPL,MX,3162
3518135,San Pablo de las Salinas,19.66658,-99.09477,PPL,MX,156191
3518136,San Pablo Coatlán,16.22402,-96.78265,PPLA2,MX,738
3518137,Chalchihuitán,16.96356,-92.61825,PPLA2,MX,1054
3518138,San Pablo Autopan,19.35638,-99.65724,PPL,MX,35141
3518139,San Pablo Atlazalpan,19.21742,-98.90763,PPL,MX,11236
3518140,Apetatitlán Antonio Carbajal,19.33622,-98.17912,PPL,MX,7026
3518141,San Pablo Anicano,18.12394,-98.08502,PPL,MX,1865
3518158,San Pablo,20.46315,-97.19068,PPL,MX,916
3518160,San Pablo,20.08881,-99.97765,PPL,MX,565
3518174,San Pablito,20.30071,-98.16201,PPL,MX,3178
3518175,Temextla,19.6091,-97.66714,PPL,MX,2239
3518176,Nicolás Hidalgo,17.78305,-98.14372,PPL,MX,846
3518180,San Nicolás el Chico,20.0958,-98.38776,PPL,MX,1126
3518181,San Nicolás de los Ranchos,19.07139,-98.48601,PPLA2,MX,5685
3518182,San Nicolas Buenos Aires,19.16488,-97.55131,PPL,MX,3189
3518183,Coatepec,19.13735,-99.42948,PPL,MX,7604
3518189,San Nicolás,24.69344,-98.8296,PPLA2,MX,87
3518192,San Nicolás,21.6774,-98.77778,PPL,MX,1015
3518195,San Nicolás,20.94587,-99.1647,PPL,MX,936
3518196,San Nicolás Cuatzontla,20.86953,-98.85013,PPL,MX,514
3518200,San Nicolás,20.47781,-99.93978,PPL,MX,5576
3518203,San Nicolás,20.32218,-98.18781,PPL,MX,1368
3518207,Ixtayuca (San Nicolás),19.06139,-97.0775,PPL,MX,819
3518214,San Nicolás,16.41775,-98.51923,PPL,MX,3267
3518218,San Nicolás Plan de Ayutla,15.71966,-92.6064,PPL,MX,761
3518220,Zozutla,18.7543,-97.65478,PPL,MX,4351
3518221,Zinacantepec,19.28428,-99.73394,PPLA2,MX,54220
3518222,Zacaola,18.88099,-97.84762,PPL,MX,2791
3518223,San Miguel Yogovana,16.27835,-96.63106,PPL,MX,644
3518224,San Miguel Xoxtla,19.16763,-98.30758,PPL,MX,11269
3518227,Tonalixco,19.98111,-97.83944,PPL,MX,1293
3518229,San Miguel,20.86855,-99.96263,PPL,MX,736
3518230,San Miguel Contla,19.36111,-98.1325,PPL,MX,5761
3518232,San Miguel Tlacamama,16.4152,-98.06257,PPLA2,MX,2004
3518233,San Miguel Tilquiápam,16.78159,-96.58116,PPLA2,MX,3153
3518234,San Miguel Tetepelcingo,16.39789,-97.90127,PPL,MX,1738
3518235,San Miguel Tenextatiloyan,19.70973,-97.59769,PPL,MX,4209
3518236,San Miguel Tenango,16.26683,-95.59332,PPLA2,MX,640
3518238,San Miguel Tecuitlapa,19.12118,-97.54714,PPL,MX,1442
3518239,Tecuanipa,18.88117,-98.61895,PPL,MX,1378
3518241,Villa Talea de Castro,17.35992,-96.24969,PPLA2,MX,1673
3518242,San Miguel Suchixtepec,16.0939,-96.46852,PPL,MX,1798
3518244,Villa Sola de Vega,16.51844,-96.9781,PPL,MX,1846
3518246,San Miguel Reyes,16.92141,-97.89315,PPL,MX,813
3518247,San Miguel Regla,20.21946,-98.56082,PPL,MX,946
3518248,San Miguel Reagui,17.45965,-96.23117,PPL,MX,523
3518249,San Miguel Quetzaltepec,16.97553,-95.76209,PPL,MX,3860
3518251,San Miguel Peras,17.32419,-98.23937,PPL,MX,626
3518252,San Miguel Peras,16.93924,-97.01118,PPL,MX,1169
3518253,San Miguel Panixtlahuaca,16.26012,-97.3771,PPL,MX,5682
3518254,San Miguel Palmas,21.09925,-99.96502,PPL,MX,560
3518256,San Miguel Oxtotilpan,19.1438,-99.8959,PPL,MX,1264
3518258,San Miguel Mimlapan,19.44829,-99.46328,PPL,MX,4949
3518259,San Miguel Ixitlán,18.00082,-97.77483,PPLA2,MX,565
