geonameid,name,latitude,longitude,feature_class,feature_code,country_code,population
2905298,Hessigheim,48.99407,9.18629,P,PPLA4,DE,2193
2905299,Heßheim,49.54583,8.30778,P,PPLA4,DE,3044
2905372,Heßdorf,49.62728,10.91002,P,PPLA4,DE,3419
2905394,Hespe,52.32999,9.10818,P,PPLA4,DE,2188
2905421,Hesel,53.30618,7.5935,P,PPLA4,DE,4202
2905455,Herzogenrath,50.86874,6.09317,P,PPL,DE,47381
2905457,Herzogenaurach,49.56798,10.88565,P,PPL,DE,23319
2905466,Herzlake,52.6853,7.59946,P,PPLA4,DE,4027
2905468,Herzhorn,53.78728,9.48461,P,PPLA4,DE,1059
2905496,Herzberg am Harz,51.65546,10.33938,P,PPL,DE,14948
2905502,Herzberg,52.90269,12.96979,P,PPL,DE,726
2905504,Herzberg,51.68692,13.22016,P,PPLA3,DE,11033
2905526,Herxheimweyher,49.1525,8.255,P,PPLA4,DE,468
2905527,Herxheim am Berg,49.50917,8.17917,P,PPLA4,DE,10424
2905528,Herxheim,49.1463,8.21346,P,PPL,DE,754
2905560,Herten,51.59638,7.14387,P,PPLA4,DE,65306
2905581,Herschweiler-Pettersheim,49.48333,7.35,P,PPLA4,DE,1368
2905587,Herscheid,51.17901,7.74355,P,PPLA4,DE,7658
2905591,Herschdorf,50.71168,11.53736,P,PPL,DE,1022
2905593,Herschbroich,50.36667,6.96667,P,PPLA4,DE,290
2905594,Herschberg,49.30505,7.5482,P,PPLA4,DE,936
2905597,Herschbach,50.58333,7.73333,P,PPLA4,DE,0
2905599,Hersbruck,49.51083,11.43151,P,PPL,DE,12404
2905601,Herrstein,49.78333,7.33333,P,PPLA4,DE,1000
2905602,Herrnschwende,51.21667,11,P,PPLA4,DE,320
2905604,Herrsching am Ammersee,47.99888,11.17679,P,PPL,DE,10000
2905643,Herrnhut,51.01624,14.74381,P,PPL,DE,2830
2905652,Herrngiersdorf,48.78863,12.072,P,PPLA4,DE,1103
2905682,Herrmannsacker,51.55,10.86667,P,PPLA4,DE,427
2905693,Herrischried,47.66667,8,P,PPLA4,DE,2750
2905706,Herrieden,49.23779,10.5035,P,PPL,DE,7751
2905721,Herresbach,50.36667,7.01667,P,PPLA4,DE,488
2905754,Herren-Sulzbach,49.65,7.53333,P,PPLA4,DE,174
2905798,Herrenhof,50.84184,10.68693,P,PPLA4,DE,808
2905801,Herrenhausen,52.39184,9.69698,P,PPLX,DE,8401
2905812,Herrengosserstedt,51.1425,11.47654,P,PPL,DE,575
2905826,Herrenberg,48.59523,8.86648,P,PPL,DE,32649
2905857,Herpf,50.57835,10.33308,P,PPL,DE,957
2905878,Heroldsberg,49.53247,11.15551,P,PPL,DE,7429
2905881,Heroldsbach,49.69342,10.99882,P,PPLA4,DE,5058
2905882,Heroldishausen,51.13333,10.51667,P,PPLA4,DE,209
2905886,Herold,50.27744,7.93179,P,PPLA4,DE,499
2905891,Herne,51.5388,7.22572,P,PPLA3,DE,172108
2905904,Hermsdorf,52.61421,13.30587,P,PPLX,DE,16726
2905905,Hermsdorf,52.1874,11.47556,P,PPL,DE,1638
2905906,Hermsdorf,52.15843,13.79539,P,PPL,DE,932
2905907,Hermsdorf,51.40547,13.89367,P,PPLA4,DE,0
2905915,Hermsdorf,50.92338,13.7348,P,PPL,DE,1034
2905916,Hermsdorf,50.89694,11.85549,P,PPLA4,DE,7800
2905929,Hermeskeil,49.65528,6.94407,P,PPL,DE,5710
2905946,Hermersberg,49.31667,7.63333,P,PPLA4,DE,1738
2905954,Hermaringen,48.59544,10.26065,P,PPLA4,DE,2281
2905991,Herrmannshöhe,52.25,10.5,P,PPLX,DE,4852
2906015,Hermannsburg,52.83254,10.08957,P,PPLA4,DE,8634
2906050,Herleshausen,51.00629,10.16731,P,PPLA4,DE,3189
2906059,Herl,49.73333,6.81667,P,PPLA4,DE,261
2906078,Heringsdorf,54.301,11.00658,P,PPLA4,DE,1103
2906087,Heringen,51.44705,10.87612,P,PPL,DE,2411
2906088,Heringen,50.88798,10.00717,P,PPL,DE,7146
2906098,Hergisdorf,51.53333,11.48333,P,PPLA4,DE,1777
2906104,Hergersweiler,49.09639,8.09167,P,PPLA4,DE,212
2906110,Hergensweiler,47.61667,9.78333,P,PPLA4,DE,1723
2906112,Hergenroth,50.58278,7.97472,P,PPLA4,DE,434
2906113,Hergenfeld,49.9,7.76667,P,PPLA4,DE,454
2906115,Hergatz,47.65,9.83333,P,PPLA4,DE,0
2906119,Herforst,49.95,6.7,P,PPLA4,DE,1009
2906121,Herford,52.11457,8.67343,P,PPLA3,DE,64879
2906130,Heretsried,48.45972,10.73601,P,PPLA4,DE,1047
2906143,Herdorf,50.77704,7.95366,P,PPL,DE,7239
2906152,Herdecke,51.39999,7.43584,P,PPL,DE,25618
2906155,Herchweiler,49.51401,7.29346,P,PPLA4,DE,517
2906171,Herbstmühle,50,6.21667,P,PPLA4,DE,29
2906175,Herbstein,50.56105,9.34592,P,PPL,DE,5198
2906184,Herbstadt,50.33333,10.5,P,PPLA4,DE,652
2906185,Herbsleben,51.11667,10.83333,P,PPLA4,DE,3140
2906194,Herbrechtingen,48.62173,10.176,P,PPL,DE,13110
2906199,Herborn,50.68135,8.30369,P,PPL,DE,20473
2906200,Herborn,49.76667,7.3,P,PPLA4,DE,530
2906205,Herbolzheim,48.21884,7.77746,P,PPL,DE,9632
2906222,Herbertingen,48.06667,9.43333,P,PPLA4,DE,4856
2906256,Hepstedt,53.25874,9.08209,P,PPLA4,DE,1046
2906268,Heppenheim an der Bergstrasse,49.64145,8.63206,P,PPLA3,DE,25442
2906278,Hepberg,48.82249,11.46172,P,PPLA4,DE,0
2906285,Hentern,49.61667,6.7,P,PPLA4,DE,399
2906297,Henschleben,51.13333,10.96667,P,PPLA4,DE,368
2906312,Hennweiler,49.81667,7.43333,P,PPLA4,DE,1324
2906316,Hennstedt,54.28585,9.16204,P,PPLA4,DE,1852
2906317,Hennstedt,54.02961,9.72078,P,PPLA4,DE,623
2906323,Henningen,52.84289,10.96427,P,PPL,DE,671
2906331,Hennigsdorf,52.63598,13.20419,P,PPL,DE,26122
2906376,Hennef (Sieg),50.77555,7.28308,P,PPLA4,DE,48002
2906379,Henneberg,50.49243,10.35492,P,PPLA4,DE,691
2906464,Hengersberg,48.77255,13.05485,P,PPL,DE,7551
2906488,Henfstädt,50.51632,10.58739,P,PPLA4,DE,361
2906489,Henfenfeld,49.49846,11.39059,P,PPLA4,DE,1926
2906490,Hendungen,50.39462,10.35204,P,PPLA4,DE,1015
2906494,Henau,49.86667,7.5,P,PPLA4,DE,170
2906499,Hemsloh,52.60044,8.50891,P,PPLA4,DE,629
2906500,Hemslingen,53.08588,9.60103,P,PPLA4,DE,1578
2906510,Hemsbünde,53.08998,9.47261,P,PPLA4,DE,1253
2906514,Hemsbach,49.59075,8.64779,P,PPL,DE,12247
2906524,Hemmoor,53.68844,9.15241,P,PPLA4,DE,8817
2906527,Hemmingstedt,54.1547,9.08063,P,PPLA4,DE,2986
2906530,Hemmingen,52.31425,9.72359,P,PPL,DE,18470
2906531,Hemmingen,48.86667,9.03333,P,PPLA4,DE,7670
2906536,Hemmersheim,49.56286,10.09644,P,PPLA4,DE,697
2906560,Hemmelzen,50.69341,7.58151,P,PPLA4,DE,219
2906572,Hemme,54.28327,9.01305,P,PPLA4,DE,544
2906578,Hemleben,51.25,11.21667,P,PPLA4,DE,253
2906583,Hemhofen,49.68333,10.93333,P,PPLA4,DE,5322
2906586,Hemfurth-Edersee,51.17589,9.05468,P,PPL,DE,870
2906595,Hemer,51.38707,7.77019,P,PPL,DE,37502
2906605,Hemdingen,53.76494,9.84224,P,PPLA4,DE,1700
2906625,Hemau,49.05399,11.78195,P,PPL,DE,8627
2906629,Helvesiek,53.21606,9.4915,P,PPLA4,DE,866
2906634,Heltersberg,49.31667,7.71667,P,PPLA4,DE,2214
2906650,Helse,53.97463,9.01044,P,PPLA4,DE,990
2906654,Helsa,51.25981,9.68872,P,PPLA4,DE,5882
2906660,Helpsen,52.31131,9.11676,P,PPLA4,DE,2005
2906670,Helmstorf,54.28333,10.6,P,PPLA4,DE,335
2906676,Helmstedt,52.2279,11.00985,P,PPLA3,DE,25515
2906680,Helmstadt,49.7618,9.70803,P,PPL,DE,2579
2906693,Helmsdorf,51.3,10.35,P,PPLX,DE,569
2906730,Helmeroth,50.73333,7.73333,P,PPLA4,DE,224
2906738,Helmenzen,50.69388,7.61989,P,PPLA4,DE,788
2906744,Helmbrechts,50.23557,11.71589,P,PPL,DE,9493
2906759,Hellwege,53.07346,9.23566,P,PPLA4,DE,1083
2906766,Hellschen-Heringsand-Unterschaar,54.2,8.85,P,PPLA4,DE,175
2906790,Hellingen,50.25,10.68333,P,PPLX,DE,1128
2906803,Hellertshausen,49.81667,7.28333,P,PPLA4,DE,193
2906809,Hellersdorf,52.53319,13.6088,P,PPLX,DE,84103
2906837,Hellerau,51.11667,13.75,P,PPLX,DE,6335
2906843,Hellenthal,50.48333,6.43333,P,PPLA4,DE,8582
2906851,Hellenhahn-Schellenberg,50.61278,8.02639,P,PPLA4,DE,1315
2906957,Helferskirchen,50.51028,7.81184,P,PPLA4,DE,1174
2906990,Heldrungen,51.30208,11.21816,P,PPL,DE,2297
2907018,Helbra,51.55,11.5,P,PPLA4,DE,4723
2907068,Heitersheim,47.87468,7.65721,P,PPL,DE,5739
2907105,Heisterbacherrott,50.69581,7.23406,P,PPL,DE,1925
2907110,Heistenbach,50.37933,7.98629,P,PPLA4,DE,1145
2907111,Heist,53.65422,9.66038,P,PPLA4,DE,2675
2907153,Heisdorf,50.13333,6.43333,P,PPLA4,DE,109
2907175,Heinzenhausen,49.63333,7.6,P,PPLA4,DE,298
2907177,Heinzenberg,49.81667,7.48333,P,PPLA4,DE,31
2907181,Heinzenbach,49.96667,7.41667,P,PPLA4,DE,432
2907195,Heinsen,52.06257,9.66316,P,PPL,DE,1002
2907196,Heinsen,51.88333,9.43333,P,PPLA4,DE,0
2907201,Heinsberg,51.06358,6.0998,P,PPLA3,DE,41505
2907207,Heinrichswalde,53.61306,13.77886,P,PPL,DE,564
2907211,Heinrichsthal,50.07108,9.34298,P,PPLA4,DE,918
2907270,Heinkenborstel,54.13053,9.75061,P,PPLA4,DE,153
2907278,Heiningen,52.06938,10.55529,P,PPLA4,DE,749
2907280,Heiningen,48.66177,9.64977,P,PPLA4,DE,5532
2907292,Heinersreuth,49.96667,11.53333,P,PPLA4,DE,0
2907298,Heinersdorf,52.57173,13.43757,P,PPLX,DE,7779
2907309,Heinersbrück,51.81986,14.5074,P,PPLA4,DE,692
2907343,Heinbockel,53.57437,9.32719,P,PPLA4,DE,1568
2907349,Heinade,51.83333,9.63333,P,PPLA4,DE,1024
2907359,Heimsheim,48.80656,8.86744,P,PPL,DE,5234
2907388,Heimertingen,48.03333,10.15,P,PPLA4,DE,1758
2907399,Heimenkirch,47.62959,9.90304,P,PPL,DE,3723
2907413,Heimburg,51.82326,10.9114,P,PPL,DE,971
2907416,Heimbuchenthal,49.88917,9.29556,P,PPLA4,DE,2219
2907459,Heimbach,50.63693,6.46896,P,PPL,DE,4658
2907460,Heimbach,50.45,7.53333,P,PPLX,DE,1241
2907464,Heimbach,49.61667,7.25,P,PPLA4,DE,0
2907486,Heilshoop,53.88715,10.53669,P,PPLA4,DE,598
2907488,Heilsbronn,49.33572,10.78741,P,PPL,DE,9374
2907501,Heiligkreuzsteinach,49.48333,8.795,P,PPLA4,DE,3164
2907533,Heiligenthal,51.60859,11.63328,P,PPL,DE,825
2907541,Heiligenstedtenerkamp,53.89959,9.46814,P,PPLA4,DE,752
2907542,Heiligenstedten,53.93264,9.47462,P,PPLA4,DE,1724
2907545,Heilbad Heiligenstadt,51.37819,10.13744,P,PPLA3,DE,17230
2907546,Heiligenstadt,49.86303,11.17185,P,PPL,DE,3690
2907551,Heiligensee,52.61449,13.24501,P,PPLX,DE,18099
2907554,Heiligenroth,50.45,7.86667,P,PPLA4,DE,1435
2907561,Heiligenmoschel,49.55,7.76667,P,PPLA4,DE,666
2907585,Heiligenhaus,51.32662,6.97106,P,PPL,DE,27700
2907588,Heiligenhagen,54.00938,11.93501,P,PPL,DE,824
2907589,Heiligenhafen,54.37037,10.97628,P,PPLA4,DE,9308
2907594,Heiligengrabe,53.14461,12.36254,P,PPLA4,DE,4581
2907616,Heiligenberg,47.82094,9.3128,P,PPLA4,DE,2911
2907665,Heilenbach,50.06667,6.46667,P,PPLA4,DE,131
2907669,Heilbronn,49.13995,9.22054,P,PPLA3,DE,120733
2907670,Heilberscheid,50.41667,7.88333,P,PPLA4,DE,687
2907676,Heilbach,50.05,6.28333,P,PPLA4,DE,129
2907685,Heikendorf,54.36667,10.2,P,PPLA4,DE,8056
2907697,Heigenbrücken,50.0282,9.37116,P,PPLA4,DE,2417
2907703,Heidweiler,49.91667,6.75,P,PPLA4,DE,190
2907722,Heidmühlen,53.97043,10.08423,P,PPLA4,DE,672
2907780,Heidgraben,53.70787,9.68099,P,PPLA4,DE,2241
2907790,Heidesheim,49.58247,8.19537,P,PPL,DE,6976
2907794,Heidersdorf,50.67571,13.4058,P,PPLA4,DE,954
2907851,Heidenheim an der Brenz,48.67798,10.15162,P,PPLA3,DE,50067
2907852,Heidenheim,49.01719,10.74347,P,PPL,DE,2589
2907864,Heidenburg,49.8,6.91667,P,PPLA4,DE,724
2907886,Heidenau,53.31667,9.66667,P,PPLA4,DE,2081
2907887,Heidenau,50.97221,13.86741,P,PPL,DE,16756
2907889,Heiden,51.83333,6.93333,P,PPLA4,DE,8147
2907911,Heidelberg,49.40768,8.69079,P,PPLA3,DE,143345
2907962,Heidekamp,53.85393,10.5022,P,PPLA4,DE,489
2907983,Heideck,49.13365,11.12726,P,PPL,DE,5011
2908032,Heide,54.19562,9.09742,P,PPLA3,DE,20599
2908165,Hehlen,51.98858,9.47004,P,PPLA4,DE,2193
2908259,Hefersweiler,49.6,7.68333,P,PPLA4,DE,501
2908268,Heeßen,52.23211,9.09642,P,PPLA4,DE,1576
2908273,Heeslingen,53.31667,9.33333,P,PPLA4,DE,4803
2908292,Heerstedt,53.46516,8.75851,P,PPL,DE,509
2908310,Heeren,52.54275,11.88652,P,PPL,DE,605
2908324,Heemsen,52.7,9.26667,P,PPLA4,DE,1686
2908330,Heek,52.11667,7.1,P,PPLA4,DE,8272
2908349,Heede,53.7837,9.80641,P,PPLA4,DE,694
2908350,Heede,52.99205,7.2983,P,PPLA4,DE,2221
2908365,Hedwigenkoog,54.18333,8.85,P,PPLA4,DE,267
2908373,Hedersleben,51.85943,11.25,P,PPLA4,DE,1757
2908374,Hedersleben,51.54891,11.64983,P,PPL,DE,1003
2908379,Hedeper,52.06667,10.68333,P,PPLA4,DE,588
2908398,Heddesheim,49.50556,8.60361,P,PPLA4,DE,11544
2908400,Heddesbach,49.48028,8.82806,P,PPLA4,DE,518
2908401,Heddert,49.65,6.75,P,PPLA4,DE,271
2908411,Hecklingen,51.84705,11.53416,P,PPL,DE,3969
2908421,Heckhuscheid,50.17877,6.22264,P,PPLA4,DE,153
2908439,Heckenmünster,49.9,6.78333,P,PPLA4,DE,131
2908460,Hecken,49.91667,7.4,P,PPLA4,DE,140
2908486,Hechthausen,53.64041,9.23942,P,PPLA4,DE,3623
2908495,Hechingen,48.35149,8.96317,P,PPL,DE,19400
2908529,Hebertshausen,48.28959,11.46526,P,PPLA4,DE,5121
2908531,Hebertsfelden,48.40596,12.82259,P,PPLA4,DE,3756
2908563,Haynsburg,51.01827,12.06614,P,PPL,DE,588
2908565,Haynrode,51.44542,10.44544,P,PPLA4,DE,751
2908571,Hayn,51.56994,11.07955,P,PPL,DE,619
2908575,Hayingen,48.27531,9.4776,P,PPL,DE,2224
2908595,Hawangen,47.96667,10.26667,P,PPLA4,DE,1237
2908597,Havixbeck,51.98333,7.41667,P,PPLA4,DE,12034
2908602,Havetoftloit,54.66163,9.5592,P,PPL,DE,957
2908604,Havetoft,54.65,9.51667,P,PPLA4,DE,913
2908614,Haverlah,52.06667,10.16667,P,PPL,DE,1741
2908644,Havelberg,52.83088,12.07552,P,PPL,DE,7078
2908649,Havekost,53.54155,10.47641,P,PPLA4,DE,135
2908661,Hauzenberg,48.64957,13.62645,P,PPL,DE,12522
2908669,Hauteroda,51.26667,11.28333,P,PPLA4,DE,617
2908676,Hausweiler,49.65,7.56667,P,PPLA4,DE,65
2908678,Hauswalde,51.15212,14.0863,P,PPL,DE,3265
2908688,Hausten,50.4,7.11667,P,PPLA4,DE,329
2908696,Haussömmern,51.18333,10.81667,P,PPLA4,DE,255
2908726,Hausneindorf,51.8401,11.27227,P,PPL,DE,822
2908783,Hausham,47.7466,11.84069,P,PPLA4,DE,8177
2908796,Häusern,47.75,8.16667,P,PPLA4,DE,1340
2908835,Hausen ob Verena,48.05367,8.72466,P,PPLA4,DE,0
2908858,Hausen am Tann,48.19833,8.83631,P,PPLA4,DE,0
2908859,Hausen am Bussen,48.21192,9.62514,P,PPLA4,DE,0
2908863,Hausen,51.38333,10.36667,P,PPLA4,DE,456
2908873,Hausen,50.54242,7.40703,P,PPL,DE,2009
2908875,Hausen,50.5064,10.12661,P,PPLA4,DE,0
2908883,Hausen,50.07126,10.31155,P,PPL,DE,771
2908886,Hausen,49.86972,9.21028,P,PPLA4,DE,2033
2908887,Hausen,49.86667,7.36667,P,PPLA4,DE,192
2908888,Hausen,49.68945,11.03216,P,PPLA4,DE,3625
2908896,Hausen,48.85953,12.0063,P,PPLA4,DE,2068
2908908,Hausen,47.9159,8.67424,P,PPL,DE,740
2908913,Hausen,47.68128,7.83986,P,PPL,DE,2410
2908942,Hausbruch,53.47424,9.88289,P,PPLX,DE,16927
2908967,Hausbay,50.10685,7.55928,P,PPLA4,DE,211
2908974,Hausach,48.28426,8.17602,P,PPL,DE,5748
2908992,Hauroth,50.25,7.1,P,PPLA4,DE,283
2908999,Hauptstuhl,49.4,7.48333,P,PPLA4,DE,1325
2909057,Haunsheim,48.59977,10.37401,P,PPLA4,DE,1599
2909087,Haundorf,49.17598,10.77124,P,PPLA4,DE,2751
2909129,Hauenstein,49.19211,7.85492,P,PPLA4,DE,4148
2909194,Hatzfeld,50.99334,8.5457,P,PPL,DE,2939
2909201,Hatzenport,50.23333,7.41667,P,PPLA4,DE,673
2909204,Hatzenbühl,49.11111,8.24528,P,PPLA4,DE,2693
2909220,Hattstedtermarsch,54.55,9,P,PPLA4,DE,294
2909222,Hattstedt,54.52811,9.02222,P,PPLA4,DE,2416
2909226,Hattorf,51.65035,10.23681,P,PPLA4,DE,4456
2909230,Hattingen,51.39894,7.18557,P,PPLA4,DE,56866
2909235,Hattgenstein,49.7,7.15,P,PPLA4,DE,266
2909240,Hattersheim,50.06906,8.48632,P,PPL,DE,25035
2909252,Hattenhofen,48.66648,9.57456,P,PPLA4,DE,2964
2909253,Hattenhofen,48.22231,11.11551,P,PPLA4,DE,1415
2909268,Hatten,53.05,8.38333,P,PPLA4,DE,13499
2909296,Haste,52.38105,9.3928,P,PPLA4,DE,2800
2909304,Haßmoor,54.29159,9.81991,P,PPLA4,DE,288
2909308,Haßmersheim,49.3,9.15,P,PPLA4,DE,4892
2909313,Haßloch,49.36278,8.25806,P,PPLA4,DE,20779
2909325,Haßleben,51.10878,10.99637,P,PPLA4,DE,1066
2909335,Haßfurt,50.03521,10.5156,P,PPLA3,DE,13562
2909350,Hassendorf,53.10859,9.26482,P,PPLA4,DE,1156
2909386,Hasselfelde,51.69051,10.85373,P,PPL,DE,3159
2909391,Hasseldieksdamm,54.31667,10.08333,P,PPL,DE,2450
2909418,Hasselberg,54.71667,9.98333,P,PPLA4,DE,0
2909430,Hasselbach,50.71667,7.51667,P,PPLA4,DE,297
2909433,Hasselbach,50.03333,7.45,P,PPLA4,DE,180
2909444,Hassel,52.69688,8.83198,P,PPL,DE,1933
2909445,Hassel,52.63952,11.92635,P,PPLA4,DE,849
2909460,Haßbergen,52.73333,9.23333,P,PPLA4,DE,1563
2909489,Hasloh,53.69471,9.91682,P,PPLA4,DE,3460
2909491,Hasloch,49.79194,9.49361,P,PPLA4,DE,1414
2909523,Haslach im Kinzigtal,48.27773,8.08941,P,PPL,DE,6893
2909544,Haslach,48.56531,8.05658,P,PPL,DE,6874
2909587,Haserich,50.03333,7.33333,P,PPLA4,DE,224
2909615,Hasenmoor,53.9007,9.98172,P,PPLA4,DE,731
2909623,Hasenkrug,53.98494,9.85053,P,PPLA4,DE,360
2909761,Haselünne,52.67412,7.4846,P,PPL,DE,12562
2909762,Haselund,54.59279,9.18259,P,PPLA4,DE,875
2909794,Haselhorst,52.54409,13.23743,P,PPLX,DE,16471
2909821,Haseldorf,53.6378,9.59151,P,PPLA4,DE,1743
2909865,Haselbach,51.06667,12.43333,P,PPLA4,DE,0
2909873,Haselbach,49.00353,12.69183,P,PPLA4,DE,0
2909877,Haselbach,48.64564,13.38956,P,PPL,DE,1683
2909886,Haselau,53.66181,9.6201,P,PPLA4,DE,1125
2909892,Hasel,47.65342,7.8972,P,PPLA4,DE,1115
2909908,Haschbach am Remigiusberg,49.53333,7.43333,P,PPLA4,DE,731
2909912,Hasborn,50.05,6.91667,P,PPLA4,DE,571
2909915,Hasbergen,52.23754,7.96114,P,PPLA4,DE,11032
2909926,Harzungen,51.55556,10.80722,P,PPLA4,DE,226
2909944,Harzgerode,51.64189,11.1433,P,PPL,DE,4428
2909968,Harxheim,49.90528,8.26417,P,PPLA4,DE,2025
2909970,Harxbüttel,52.33891,10.48422,P,PPL,DE,688
2909972,Harvestehude,53.5792,9.99064,P,PPLX,DE,17666
2910047,Hartmannsdorf,50.96083,11.97566,P,PPLA4,DE,853
2910048,Hartmannsdorf,50.88635,12.79904,P,PPLA4,DE,4732
2910049,Hartmannsdorf,50.90901,12.00568,P,PPLA4,DE,0
2910051,Hartmannsdorf,50.75804,12.42687,P,PPL,DE,1462
2910068,Härtlingen,50.52417,7.91639,P,PPLA4,DE,464
2910108,Hartheim,47.93333,7.63333,P,PPLA4,DE,4538
2910121,Harthausen,49.29417,8.345,P,PPLA4,DE,3061
2910140,Hartha,51.09863,12.97391,P,PPL,DE,7227
2910167,Hartenstein,50.66236,12.66966,P,PPL,DE,5043
2910168,Hartenstein,49.6,11.51667,P,PPLA4,DE,1534
2910178,Hartenholm,53.89856,10.05953,P,PPLA4,DE,1808
2910181,Hartenfels,50.57389,7.78722,P,PPLA4,DE,871
2910269,Harsum,52.21045,9.96486,P,PPLA4,DE,12331
2910273,Harspelt,50.13333,6.16667,P,PPLA4,DE,84
2910275,Harsleben,51.86667,11.1,P,PPLA4,DE,2395
2910278,Harsewinkel,51.96224,8.22766,P,PPL,DE,24207
2910280,Harsefeld,53.4536,9.50437,P,PPLA4,DE,12350
2910283,Harsdorf,50.03333,11.56667,P,PPLA4,DE,1076
2910289,Harscheid,50.4598,6.89203,P,PPLA4,DE,160
2910292,Harschbach,50.57333,7.59667,P,PPLA4,DE,446
2910302,Harrislee,54.8,9.38333,P,PPLA4,DE,11596
2910342,Harra,50.41667,11.68333,P,PPLA4,DE,0
2910344,Harpstedt,52.90942,8.58962,P,PPL,DE,4558
2910367,Harpen,51.49822,7.28831,P,PPLX,DE,16498
2910384,Harmstorf,53.35,9.98333,P,PPLA4,DE,913
2910390,Harmsdorf,54.23986,10.83301,P,PPLA4,DE,735
2910391,Harmsdorf,53.70122,10.72581,P,PPLA4,DE,207
2910488,Hargesheim,49.8623,7.82881,P,PPLA4,DE,2991
2910493,Hargarten,50.1,6.4,P,PPLA4,DE,92
2910514,Haren,52.79262,7.24142,P,PPL,DE,22545
2910560,Hardt,50.63333,7.91667,P,PPLA4,DE,0
2910575,Hardt,48.18333,8.41667,P,PPLA4,DE,2598
2910624,Hardisleben,51.15356,11.42415,P,PPLX,DE,615
2910633,Hardheim,49.61194,9.47194,P,PPLA4,DE,7513
2910638,Hardert,50.51667,7.51667,P,PPLA4,DE,843
2910663,Hardegsen,51.65227,9.8305,P,PPL,DE,8621
2910667,Hardebek,53.9885,9.86813,P,PPLA4,DE,514
2910685,Harburg,53.46057,9.98388,P,PPLX,DE,169221
2910686,Harburg,48.78674,10.68927,P,PPL,DE,5694
2910694,Harbke,52.18877,11.04624,P,PPLA4,DE,1935
2910709,Harbarnsen,51.98333,9.96667,P,PPLA4,DE,680
2910711,Harbach,50.86277,7.84631,P,PPLA4,DE,578
2910720,Happurg,49.49372,11.47119,P,PPLA4,DE,3779
2910760,Hanstedt Eins,53.04642,10.37444,P,PPL,DE,1004
2910762,Hanstedt,53.26667,10.01667,P,PPLA4,DE,4574
2910776,Hanshagen,54.0454,13.54308,P,PPL,DE,910
2910814,Hanroth,50.58333,7.65,P,PPLA4,DE,685
2910831,Hannover,52.37052,9.73322,P,PPLA,DE,515140
2910863,Hankensbüttel,52.73333,10.6,P,PPLA4,DE,4487
2910875,Hänigsen,52.48425,10.09129,P,PPL,DE,6033
2910881,Hanhofen,49.31667,8.34083,P,PPLA4,DE,2304
2910898,Hangen-Weisheim,49.71028,8.18361,P,PPLA4,DE,513
2910935,Hangard,49.3826,7.21046,P,PPL,DE,1970
2910949,Hanerau-Hademarschen,54.12437,9.42087,P,PPLA4,DE,3074
2910971,Handrup,52.56456,7.57679,P,PPLA4,DE,900
2910973,Handorf,53.34084,10.34652,P,PPLA4,DE,2063
2910986,Handewitt,54.76667,9.33333,P,PPLA4,DE,6152
2910992,Handeloh,53.24563,9.83923,P,PPLA4,DE,2508
2911007,Hanau am Main,50.13423,8.91418,P,PPLA4,DE,88648
2911010,Hamweddel,54.19061,9.62039,P,PPLA4,DE,501
2911013,Hamwarde,53.45218,10.42116,P,PPLA4,DE,749
2911044,Hammoor,53.71378,10.322,P,PPLA4,DE,1121
2911051,Hamminkeln,51.73262,6.59031,P,PPL,DE,27433
2911073,Hammerstein,50.48333,7.35,P,PPLA4,DE,355
2911077,Hammerstedt,50.95421,11.45428,P,PPLA4,DE,166
2911099,Hammersbach,50.21667,8.98333,P,PPLA4,DE,4772
2911145,Hammerbrücke,50.43504,12.415,P,PPL,DE,1395
2911173,Hammer an der Uecker,53.60112,13.98042,P,PPL,DE,547
2911214,Hammelburg,50.11633,9.89143,P,PPL,DE,12004
2911230,Hammah,53.61788,9.36698,P,PPLA4,DE,2859
2911234,Hamm,53.55487,10.05742,P,PPLX,DE,37989
2911240,Hamm,51.68033,7.82089,P,PPL,DE,178967
2911242,Hamm (Sieg),50.76531,7.67761,P,PPL,DE,3406
2911243,Hamm,50.01667,6.41667,P,PPLA4,DE,0
2911259,Hamersleben,52.06297,11.08545,P,PPL,DE,941
2911260,Hamersen,53.25592,9.48034,P,PPLA4,DE,483
2911271,Hameln,52.10397,9.35623,P,PPLA3,DE,58666
2911275,Hämelhausen,52.78086,9.28293,P,PPLA4,DE,608
2911282,Hamdorf,54.22522,9.51866,P,PPLA4,DE,1316
2911285,Wandsbek,53.58334,10.08305,P,PPLX,DE,411422
2911287,Marienthal,53.56667,10.08333,P,PPLX,DE,287101
2911288,Hamburg-Mitte,53.55,10.01667,P,PPLX,DE,301231
2911293,Eimsbüttel,53.57416,9.95679,P,PPLX,DE,269118
2911296,Altona,53.55,9.93333,P,PPLX,DE,250192
2911298,Hamburg,53.55073,9.99302,P,PPLA,DE,1845229
2911300,Hambühren,52.63333,9.98333,P,PPLA4,DE,10259
2911306,Hambuch,50.2248,7.18234,P,PPLA4,DE,683
2911308,Hambrücken,49.19,8.54056,P,PPLA4,DE,5302
2911322,Hambergen,53.30826,8.8252,P,PPLA4,DE,5472
2911325,Hamberge,53.83938,10.5823,P,PPLA4,DE,1357
2911362,Hambach,50.4,7.98333,P,PPLA4,DE,527
2911379,Halvesbostel,53.35527,9.59848,P,PPLA4,DE,730
