geonameid,name,latitude,longitude,feature_class,feature_code,country_code,population
2848243,Rendswühren,54.08333,10.18333,P,PPLA4,DE,830
2848245,Rendsburg,54.30182,9.67175,P,PPLA3,DE,28323
2848251,Renchen,48.5885,8.01321,P,PPL,DE,6969
2848259,Remstädt,50.97897,10.68781,P,PPLA4,DE,998
2848269,Remse,50.85,12.56667,P,PPLA4,DE,1956
2848273,Remscheid,51.17983,7.1925,P,PPLA3,DE,117118
2848277,Remptendorf,50.53333,11.65,P,PPLA4,DE,4187
2848280,Remplin,53.75366,12.69727,P,PPL,DE,855
2848302,Remmels,54.11632,9.65138,P,PPLA4,DE,432
2848308,Remlingen,52.11367,10.67408,P,PPLA4,DE,2065
2848309,Remlingen,49.80477,9.69484,P,PPL,DE,1543
2848335,Remagen,50.57879,7.22703,P,PPL,DE,16280
2848337,Relsberg,49.6,7.66667,P,PPLA4,DE,214
2848340,Rellingen,53.651,9.829,P,PPLA4,DE,13707
2848353,Reitzenhain,50.15,7.78333,P,PPLA4,DE,362
2848364,Reitwein,52.50091,14.58169,P,PPLA4,DE,531
2848382,Reit im Winkl,47.67729,12.47086,P,PPLA4,DE,2584
2848461,Reitbrook,53.46787,10.14856,P,PPLX,DE,522
2848543,Reiskirchen,50.6,8.83333,P,PPLA4,DE,10734
2848606,Reischach,48.29073,12.7262,P,PPLA4,DE,2581
2848621,Reisbach,48.57008,12.62799,P,PPL,DE,7610
2848665,Reipoltskirchen,49.63333,7.66667,P,PPLA4,DE,418
2848673,Reipeldingen,50.08333,6.18333,P,PPLA4,DE,87
2848689,Reinstorf,53.23445,10.57323,P,PPLA4,DE,1338
2848699,Reinstädt,50.8093,11.47428,P,PPLA4,DE,579
2848710,Reinsfeld,49.68333,6.88333,P,PPLA4,DE,2341
2848718,Reinsdorf,51.89386,12.60351,P,PPL,DE,900
2848722,Reinsdorf,51.33333,11.26667,P,PPLA4,DE,0
2848725,Reinsdorf,50.69775,12.55555,P,PPLA4,DE,8907
2848726,Reinsdorf,50.68009,11.84994,P,PPL,DE,959
2848729,Reinsbüttel,54.17881,8.91169,P,PPLA4,DE,416
2848737,Reinsberg,51.00823,13.36542,P,PPLA4,DE,3273
2848756,Reinickendorf,52.56395,13.33552,P,PPLX,DE,83972
2848757,Reinholterode,51.4219,10.19428,P,PPLA4,DE,809
2848762,Reinheim,49.82923,8.83572,P,PPL,DE,17841
2848766,Reinhausen,49.03092,12.11329,P,PPLX,DE,9207
2848779,Reinhardtsgrimma,50.8927,13.75534,P,PPL,DE,3094
2848791,Reinhardshausen,51.11166,9.07514,P,PPL,DE,1201
2848811,Reinfeld,53.8311,10.49227,P,PPLA4,DE,8340
2848841,Reinberg,53.67526,13.14779,P,PPL,DE,1123
2848845,Reinbek,53.51703,10.2488,P,PPL,DE,25261
2848851,Reimlingen,48.81667,10.51667,P,PPLA4,DE,1345
2848855,Reimershagen,53.672,12.17594,P,PPL,DE,526
2848861,Reimerath,50.3,6.96667,P,PPLA4,DE,71
2848867,Reilingen,49.29472,8.56917,P,PPLA4,DE,7022
2848872,Reil,50.01667,7.11667,P,PPLA4,DE,1126
2848914,Reifferscheid,50.40529,6.88499,P,PPLA4,DE,609
2848917,Reiffelbach,49.68333,7.68333,P,PPLA4,DE,262
2848918,Reiff,50.1,6.2,P,PPLA4,DE,57
2848922,Reiferscheid,50.65,7.55,P,PPLA4,DE,389
2848933,Reifenberg,49.28283,7.50958,P,PPLA4,DE,840
2848954,Reidenhausen,50.05,7.31667,P,PPLA4,DE,211
2848962,Reichweiler,49.53333,7.28333,P,PPLA4,DE,565
2848976,Reichsthal,49.6,7.73333,P,PPLA4,DE,104
2848994,Reichmannsdorf,50.54962,11.25758,P,PPLA4,DE,918
2849001,Reichling,47.9228,10.92847,P,PPLA4,DE,1662
2849017,Reichertshofen,48.65775,11.46612,P,PPL,DE,7298
2849019,Reichertsheim,48.2,12.28333,P,PPLA4,DE,1662
2849023,Reichertshausen,48.46667,11.51667,P,PPLA4,DE,0
2849025,Reichertshausen,47.89882,11.55843,P,PPL,DE,4986
2849047,Reichersbeuern,47.76667,11.63333,P,PPLA4,DE,2142
2849052,Reichenwalde,52.26667,14,P,PPLA4,DE,1123
2849062,Reichenschwand,49.51384,11.37274,P,PPLA4,DE,2295
2849092,Reichenberg,50.15,7.76667,P,PPLA4,DE,231
2849093,Reichenberg,49.73193,9.91478,P,PPL,DE,4004
2849102,Reichenbach-Steegen,49.5,7.55,P,PPLA4,DE,1474
2849118,Reichenbach an der Fils,48.71011,9.46429,P,PPLA4,DE,8046
2849119,Reichenbach am Heuberg,48.13333,8.85,P,PPLA4,DE,0
2849142,Reichenbach,47.92919,8.22584,P,PPLL,DE,532
2849145,Reichenbach,51.14144,14.8027,P,PPL,DE,4422
2849152,Reichenbach,50.86861,11.87801,P,PPLA4,DE,0
2849155,Reichenbach,50.68471,11.43643,P,PPL,DE,992
2849156,Reichenbach/Vogtland,50.62279,12.30344,P,PPL,DE,22530
2849158,Reichenbach,50.42427,11.41303,P,PPLA4,DE,0
2849161,Reichenbach,50.243,11.49968,P,PPL,DE,824
2849167,Reichenbach,49.64073,7.28664,P,PPLA4,DE,675
2849170,Reichenbach,49.18333,12.35,P,PPLA4,DE,1178
2849197,Reichelsheim,50.35638,8.87446,P,PPL,DE,6814
2849198,Reichelsheim,49.71211,8.83896,P,PPL,DE,9036
2849209,Reichartshausen,49.355,8.94528,P,PPLA4,DE,1926
2849211,Reichardtswerben,51.24851,11.95349,P,PPL,DE,1298
2849215,Reich,50,7.43333,P,PPLA4,DE,374
2849232,Rehweiler,49.48567,7.44207,P,PPLA4,DE,462
2849235,Rehungen,51.38264,10.52264,P,PPL,DE,551
2849249,Rehren,52.23333,9.23333,P,PPLA4,DE,0
2849263,Rehna,53.77994,11.05207,P,PPLA4,DE,2897
2849273,Rehm-Flehde-Bargen,54.28333,9.01667,P,PPLA4,DE,619
2849296,Rehlingen,53.10572,10.22092,P,PPLA4,DE,730
2849300,Rehling,48.48333,10.93333,P,PPLA4,DE,2381
2849320,Rehhorst,53.87578,10.4703,P,PPLA4,DE,0
2849347,Rehfelde,52.53417,13.90884,P,PPLA4,DE,4600
2849355,Reher,54.06681,9.57497,P,PPLA4,DE,816
2849364,Rehe,50.63333,8.11667,P,PPLA4,DE,1013
2849369,Rehden,52.61024,8.48093,P,PPLA4,DE,1790
2849371,Rehburg-Loccum,52.46952,9.19957,P,PPL,DE,10894
2849386,Rehborn,49.73333,7.68333,P,PPLA4,DE,790
2849443,Rehbach,49.85,7.63333,P,PPLA4,DE,36
2849446,Rehau,50.24921,12.03422,P,PPL,DE,10058
2849455,Regnitzlosau,50.3,12.05,P,PPLA4,DE,2648
2849464,Regis-Breitingen,51.08883,12.43841,P,PPL,DE,4185
2849467,Regesbostel,53.38055,9.64927,P,PPLA4,DE,1063
2849476,Regenstauf,49.12014,12.13027,P,PPL,DE,14999
2849483,Regensburg,49.01513,12.10161,P,PPLA2,DE,129151
2849495,Regen,48.9719,13.12824,P,PPLA3,DE,12296
2849528,Reeßum,53.1317,9.2062,P,PPLA4,DE,1778
2849537,Reesen,52.28427,11.93797,P,PPL,DE,532
2849541,Reesdorf,54.19053,10.06153,P,PPLA4,DE,153
2849548,Rees,51.76263,6.39778,P,PPL,DE,22544
2849566,Redwitz an der Rodach,50.17323,11.20833,P,PPL,DE,3392
2849568,Rednitzhembach,49.30095,11.07997,P,PPLA4,DE,7034
2849600,Redekin,52.46784,12.07612,P,PPL,DE,704
2849601,Redefin,53.34936,11.20304,P,PPL,DE,553
2849624,Reddelich,54.0887,11.85059,P,PPL,DE,896
2849626,Reddeber,51.86627,10.80415,P,PPL,DE,881
2849647,Recklinghausen,51.61379,7.19738,P,PPLA3,DE,122438
2849656,Reckershausen,49.98333,7.4,P,PPLA4,DE,402
2849667,Reckenroth,50.22972,8.02306,P,PPLA4,DE,191
2849674,Reckendorf,50.01667,10.83333,P,PPLA4,DE,0
2849689,Recke,52.36885,7.72116,P,PPLA4,DE,11800
2849694,Rechtsupweg,53.52596,7.32355,P,PPLA4,DE,2121
2849698,Rechtmehring,48.12478,12.16063,P,PPLA4,DE,1772
2849705,Rechtenstein,48.24077,9.54592,P,PPLA4,DE,300
2849710,Rechtenbach,49.98306,9.50833,P,PPLA4,DE,1046
2849717,Rechlin,53.33549,12.72543,P,PPL,DE,2357
2849727,Rechenberg-Bienenmühle,50.73777,13.53502,P,PPLA4,DE,2506
2849740,Rechberghausen,48.7308,9.64419,P,PPLA4,DE,5557
2849754,Rech,50.51667,7.03333,P,PPLA4,DE,580
2849783,Rayerschied,50.01667,7.58333,P,PPLA4,DE,123
2849789,Raversbeuren,49.95,7.23333,P,PPLA4,DE,177
2849802,Ravensburg,47.78198,9.61062,P,PPLA3,DE,48825
2849816,Ravengiersburg,49.93333,7.48333,P,PPLA4,DE,508
2849825,Rautheim,52.2402,10.58696,P,PPL,DE,3434
2849854,Rausdorf,53.58942,10.33046,P,PPLA4,DE,240
2849855,Rausdorf,50.85767,11.68864,P,PPLA4,DE,210
2849857,Rauschwitz,50.96667,11.8,P,PPLA4,DE,259
2849875,Rauschenberg,50.88329,8.91864,P,PPL,DE,4790
2849913,Raunheim,50.0132,8.45253,P,PPL,DE,13622
2849932,Raumbach,49.71667,7.65,P,PPLA4,DE,470
2850056,Rauenberg,49.26943,8.70344,P,PPL,DE,7411
2850058,Rauen,52.33227,14.02797,P,PPLA4,DE,1901
2850067,Rauda,50.95275,11.94248,P,PPLA4,DE,357
2850085,Raubling,47.7905,12.11088,P,PPLA4,DE,11382
2850098,Raubach,50.57489,7.62496,P,PPLA4,DE,1944
2850104,Rätzlingen,52.97583,10.67545,P,PPLA4,DE,503
2850105,Rätzlingen,52.40147,11.11355,P,PPL,DE,835
2850114,Ratzert,50.65,7.61667,P,PPLA4,DE,240
2850132,Ratzeburg,53.69965,10.77256,P,PPLA3,DE,13623
2850141,Rattiszell,49.02573,12.65924,P,PPLA4,DE,1412
2850149,Rattenkirchen,48.24205,12.31507,P,PPLA4,DE,946
2850153,Rattenberg,49.08612,12.74912,P,PPLA4,DE,1841
2850160,Rattelsdorf,50.81667,11.76667,P,PPLA4,DE,85
2850161,Rattelsdorf,50.01502,10.88857,P,PPL,DE,4550
2850165,Ratshausen,48.19373,8.7952,P,PPLA4,DE,835
2850174,Ratingen,51.29724,6.84929,P,PPLA4,DE,91606
2850176,Rathsweiler,49.6,7.46667,P,PPLA4,DE,192
2850182,Rathskirchen,49.61667,7.71667,P,PPLA4,DE,219
2850195,Rathmannsdorf,50.92993,14.14224,P,PPLA4,DE,1155
2850203,Rathjensdorf,54.18558,10.42906,P,PPLA4,DE,496
2850213,Rathenow,52.60659,12.33696,P,PPLA3,DE,27115
2850224,Rath,50.92379,7.0927,P,PPLX,DE,11000
2850235,Ratekau,53.94646,10.7312,P,PPLA4,DE,15921
2850238,Rastow,53.45709,11.43145,P,PPL,DE,1618
2850242,Rastorf,54.2813,10.345,P,PPLA4,DE,879
2850248,Rastenberg,51.17496,11.42029,P,PPL,DE,2892
2850253,Rastede,53.24508,8.19718,P,PPLA4,DE,20046
2850254,Rastdorf,52.91347,7.70894,P,PPLA4,DE,967
2850257,Rastatt,48.85851,8.20965,P,PPLA3,DE,47906
2850266,Raßnitz,51.39085,12.09406,P,PPL,DE,1097
2850293,Rasdorf,50.71667,9.9,P,PPLA4,DE,1833
2850300,Rascheid,49.71667,6.93333,P,PPLA4,DE,531
2850303,Raschau,50.53127,12.83312,P,PPL,DE,4085
2850418,Rantzau,54.25406,10.5079,P,PPLA4,DE,313
2850420,Rantum,54.84568,8.2933,P,PPL,DE,546
2850422,Rantrum,54.44062,9.12872,P,PPLA4,DE,1562
2850424,Ransweiler,49.66667,7.76667,P,PPLA4,DE,296
2850425,Ranstadt,50.35739,8.98375,P,PPLA4,DE,5042
2850432,Ranschbach,49.19583,8.02861,P,PPLA4,DE,687
2850446,Rannungen,50.16537,10.20484,P,PPLA4,DE,1209
2850447,Rannstedt,51.08333,11.55,P,PPLA4,DE,194
2850468,Rankwitz,53.9455,13.9268,P,PPL,DE,647
2850484,Ranis,50.66132,11.56912,P,PPL,DE,2006
2850490,Rangsdorf,52.29126,13.41946,P,PPLA4,DE,9134
2850496,Rangendingen,48.38168,8.8894,P,PPLA4,DE,5187
2850523,Randersacker,49.76021,9.98277,P,PPL,DE,3459
2850535,Ramsthal,50.14039,10.06777,P,PPLA4,DE,1212
2850536,Ramstein-Miesenbach,49.44452,7.55533,P,PPL,DE,8078
2850544,Ramstedt,54.40133,9.16899,P,PPLA4,DE,438
2850555,Ramsin,51.61095,12.23812,P,PPL,DE,1006
2850566,Ramsen,49.53694,8.01333,P,PPLA4,DE,1863
2850603,Ramsau,48.17277,12.22957,P,PPL,DE,1806
2850608,Ramsau,47.61667,12.9,P,PPL,DE,1791
2850636,Rammingen,48.51814,10.17197,P,PPLA4,DE,1303
2850648,Rammenau,51.15,14.13333,P,PPLA4,DE,1522
2850663,Rammelsbach,49.5417,7.44392,P,PPLA4,DE,1783
2850686,Ramhusen,53.93995,9.08405,P,PPLA4,DE,155
2850705,Ramerberg,48.01806,12.14513,P,PPLA4,DE,1346
2850718,Rambin,54.35566,13.20445,P,PPL,DE,1081
2850722,Ramberg,49.26028,8.00833,P,PPLA4,DE,1018
2850740,Ralingen,49.81667,6.5,P,PPLA4,DE,1997
2850768,Raitenbuch,49.01468,11.12486,P,PPLA4,DE,1176
2850776,Raisting,47.91667,11.1,P,PPLA4,DE,2173
2850777,Raisdorf,54.28127,10.24915,P,PPL,DE,7611
2850807,Rain,48.90496,12.46871,P,PPLA4,DE,2642
2850808,Rain,48.69029,10.91611,P,PPL,DE,8438
2850850,Rahnsdorf,52.44115,13.68708,P,PPLX,DE,8948
2850869,Rahm,51.52357,7.38709,P,PPL,DE,6820
2850872,Rahlstedt,53.60194,10.15667,P,PPLX,DE,92511
2850887,Rahden,52.43367,8.61263,P,PPL,DE,16140
2850894,Raguhn,51.71167,12.27531,P,PPL,DE,3732
2850942,Raesfeld,51.76667,6.85,P,PPLA4,DE,11218
2850946,Raduhn,53.48036,11.68389,P,PPL,DE,583
2850954,Radolfzell,47.74194,8.97098,P,PPL,DE,30096
2850973,Radis,51.75226,12.51453,P,PPL,DE,1342
2850980,Radibor,51.24481,14.39842,P,PPLA4,DE,3651
2850995,Radevormwald,51.20219,7.36027,P,PPL,DE,24100
2851069,Radegast,51.65654,12.09485,P,PPL,DE,1308
2851074,Radeburg,51.21516,13.7281,P,PPL,DE,7812
2851077,Radebeul,51.10654,13.66047,P,PPL,DE,32643
2851079,Radeberg,51.11112,13.91199,P,PPL,DE,18747
2851085,Rade,54.33137,9.74525,P,PPLA4,DE,244
2851086,Rade bei Hohenwestedt,54.10087,9.71837,P,PPLA4,DE,0
2851087,Rade,54.0009,9.74162,P,PPLA4,DE,99
2851096,Raddestorf,52.45,8.96667,P,PPLA4,DE,2090
2851100,Radbruch,53.31667,10.28333,P,PPLA4,DE,1899
2851113,Rackwitz,51.43333,12.38333,P,PPLA4,DE,3118
2851114,Racksen,50.73333,7.7,P,PPLA4,DE,163
2851119,Rackith,51.80372,12.68622,P,PPL,DE,688
2851132,Räckelwitz,51.2573,14.22422,P,PPLA4,DE,1216
2851158,Räbke,52.19603,10.8787,P,PPLA4,DE,679
2851175,Raben Steinfeld,53.60141,11.50487,P,PPL,DE,1131
2851231,Rabenholz,54.72123,9.90324,P,PPLA4,DE,304
2851262,Rabenau,50.96484,13.64305,P,PPL,DE,4735
2851273,Rabel,54.69147,9.94843,P,PPLA4,DE,651
2851289,Raa-Besenbek,53.74837,9.59454,P,PPLA4,DE,516
2851310,Quitzdorf,51.28333,14.76667,P,PPLW,DE,1702
2851320,Quirnheim,49.58444,8.12639,P,PPLA4,DE,724
2851321,Quirnbach,50.52083,7.79694,P,PPLA4,DE,503
2851322,Quirnbach,49.47497,7.42023,P,PPL,DE,527
2851323,Quirla,50.86667,11.76667,P,PPLA4,DE,546
2851337,Quierschied,49.31667,7.05,P,PPLA4,DE,14545
2851338,Quiddelbach,50.35,6.93333,P,PPLA4,DE,308
2851342,Quickborn,54.01058,9.20896,P,PPLA4,DE,209
2851343,Quickborn,53.72821,9.91078,P,PPL,DE,20410
2851381,Quernheim,52.46667,8.4,P,PPLA4,DE,429
2851385,Quern,54.75859,9.72109,P,PPL,DE,1344
2851393,Querfurt,51.38124,11.60047,P,PPL,DE,9019
2851395,Querenhorst,52.33333,10.96667,P,PPLA4,DE,577
2851396,Querenburg,51.45218,7.26628,P,PPLX,DE,21294
2851430,Quenstedt,51.69607,11.4564,P,PPL,DE,883
2851450,Quellendorf,51.74916,12.12796,P,PPL,DE,1033
2851455,Queis,51.47626,12.13455,P,PPL,DE,1518
2851456,Queienfeld,50.45035,10.45554,P,PPL,DE,538
2851459,Queidersbach,49.36667,7.63333,P,PPLA4,DE,2834
2851465,Quedlinburg,51.78843,11.15006,P,PPL,DE,22814
2851493,Quaschwitz,50.68333,11.7,P,PPLA4,DE,69
2851499,Quarnstedt,53.95485,9.78736,P,PPLA4,DE,444
2851502,Quarnbek,54.33042,9.98522,P,PPLA4,DE,1798
2851523,Quakenbrück,52.67502,7.94983,P,PPL,DE,12727
2851543,Pyrbaum,49.29622,11.28655,P,PPL,DE,5836
2851567,Putzbrunn,48.07579,11.71572,P,PPLA4,DE,5747
2851584,Püttlingen,49.2855,6.88723,P,PPL,DE,21052
2851611,Putlitz,53.24899,12.04179,P,PPL,DE,3100
2851615,Putbus,54.35078,13.48171,P,PPLA4,DE,4803
2851631,Puschwitz,51.25501,14.30111,P,PPLA4,DE,1049
2851634,Puschendorf,49.52398,10.83192,P,PPLA4,DE,2274
2851664,Pürgen,48.02472,10.92213,P,PPLA4,DE,3186
2851689,Pünderich,50.03997,7.12803,P,PPLA4,DE,953
2851719,Pulsnitz,51.1832,14.01416,P,PPL,DE,7301
2851727,Puls,54.08464,9.5156,P,PPLA4,DE,627
2851734,Pullenreuth,49.93333,12,P,PPLA4,DE,1902
2851739,Pullach im Isartal,48.06122,11.52148,P,PPL,DE,8589
2851746,Pulheim,50.99965,6.80632,P,PPLA4,DE,53762
2851767,Puderbach,50.6,7.61667,P,PPLA4,DE,2259
2851782,Puchheim,48.15,11.35,P,PPLA4,DE,19357
2851784,Püchersreuth,49.75,12.23333,P,PPLA4,DE,1667
2851796,Prüzen,53.75431,12.03435,P,PPL,DE,802
2851801,Prutting,47.89321,12.20238,P,PPLA4,DE,2325
2851818,Prümzurlay,49.86667,6.43333,P,PPLA4,DE,567
2851826,Prüm,50.20785,6.42019,P,PPL,DE,5471
2851841,Pruchten,54.37843,12.67436,P,PPL,DE,688
2851850,Prötzel,52.63723,13.98783,P,PPLA4,DE,1204
2851863,Prosselsheim,49.86309,10.12666,P,PPLA4,DE,1213
2851871,Prosigk,51.69962,12.0553,P,PPL,DE,549
2851893,Pronstorf,53.95729,10.46956,P,PPLA4,DE,1690
2851894,Pronsfeld,50.15977,6.34042,P,PPLA4,DE,962
2851916,Prohn,54.36901,13.02369,P,PPL,DE,1970
2851928,Probstzella,50.53333,11.38333,P,PPLA4,DE,3122
2851946,Probsteierhagen,54.36153,10.28772,P,PPLA4,DE,1899
2851962,Pritzwalk,53.14945,12.17405,P,PPL,DE,13485
2851968,Pritzier,53.37919,11.07812,P,PPL,DE,517
2851977,Prittriching,48.20074,10.92801,P,PPLA4,DE,2345
2851980,Prittitz,51.14996,11.9302,P,PPL,DE,1040
2851992,Prislich,53.27247,11.62229,P,PPL,DE,627
2851994,Prisdorf,53.67725,9.76636,P,PPLA4,DE,2283
2851996,Prisannewitz,53.98495,12.22147,P,PPL,DE,647
2852013,Prinzhöfte,52.95,8.56667,P,PPLA4,DE,712
2852019,Prinzenmoor,54.21693,9.45412,P,PPLA4,DE,185
2852054,Priestewitz,51.25,13.51667,P,PPLA4,DE,3598
2852082,Priesendorf,49.9075,10.71183,P,PPLA4,DE,1544
2852101,Prien am Chiemsee,47.85602,12.34623,P,PPL,DE,10872
2852129,Prichsenstadt,49.81933,10.34773,P,PPL,DE,3216
2852135,Prezelle,52.96667,11.4,P,PPLA4,DE,508
2852141,Preußlitz,51.73261,11.81096,P,PPL,DE,797
2852144,Preußisch Oldendorf,52.30589,8.49341,P,PPL,DE,13447
2852154,Pretzschendorf,50.87385,13.52499,P,PPL,DE,4440
2852156,Pretzsch,51.71466,12.80663,P,PPL,DE,1688
2852159,Pretzier,52.83224,11.26105,P,PPL,DE,1310
2852160,Pretzien,52.04533,11.82678,P,PPL,DE,949
2852162,Pretzfeld,49.75454,11.1743,P,PPL,DE,2499
2852168,Prettin,51.66077,12.92353,P,PPL,DE,2128
2852190,Pressig,50.35245,11.30969,P,PPL,DE,4277
2852197,Presseck,50.22804,11.55508,P,PPL,DE,2159
2852198,Pressath,49.76859,11.93972,P,PPL,DE,4654
2852217,Prenzlauer Berg,52.53878,13.42443,P,PPLX,DE,148878
2852218,Prenzlau,53.31702,13.86397,P,PPLA3,DE,20899
2852233,Premnitz,52.53184,12.34845,P,PPL,DE,10105
2852246,Prem,47.68333,10.8,P,PPLA4,DE,895
2852251,Preist,49.90661,6.63172,P,PPLA4,DE,768
2852262,Preischeid,50.03333,6.15,P,PPLA4,DE,168
2852279,Preetz,54.35017,12.98936,P,PPL,DE,1021
2852280,Preetz,54.23575,10.27934,P,PPLA4,DE,15768
2852299,Prebitz,49.83333,11.68333,P,PPLA4,DE,1148
2852313,Prath,50.19583,7.68389,P,PPLA4,DE,327
2852316,Pratau,51.84226,12.64373,P,PPL,DE,1861
2852326,Prasdorf,54.37904,10.29612,P,PPLA4,DE,452
2852358,Pragsdorf,53.53879,13.39463,P,PPL,DE,548
2852372,Prackenbach,49.09543,12.82614,P,PPLA4,DE,2688
2852376,Pracht,50.76031,7.64871,P,PPLA4,DE,1562
2852388,Poyenberg,54.0414,9.69028,P,PPLA4,DE,407
2852392,Poxdorf,50.96667,11.75,P,PPLA4,DE,102
2852394,Poxdorf,49.93642,11.12211,P,PPL,DE,1528
2852395,Poxdorf,49.66335,11.07079,P,PPLA4,DE,0
2852400,Pouch,51.62324,12.40133,P,PPL,DE,1675
2852418,Pottum,50.6,8,P,PPLA4,DE,1033
2852422,Pöttmes,48.58383,11.08762,P,PPL,DE,6315
2852428,Pottiga,50.41459,11.74052,P,PPLA4,DE,0
2852440,Pottenstein,49.77131,11.40784,P,PPL,DE,5501
2852458,Potsdam,52.39886,13.06566,P,PPLA,DE,182112
2852472,Pötenitz,53.94871,10.92419,P,PPL,DE,519
2852479,Postmünster,48.41667,12.9,P,PPLA4,DE,2405
2852498,Postfeld,54.21037,10.21278,P,PPLA4,DE,502
2852499,Posterstein,50.86667,12.26667,P,PPLA4,DE,533
2852509,Postau,48.65,12.33333,P,PPLA4,DE,1644
2852512,Pößneck,50.69358,11.59229,P,PPL,DE,13624
2852535,Pösing,49.23333,12.55,P,PPLA4,DE,969
2852541,Poseritz,54.29919,13.27464,P,PPL,DE,1156
2852557,Pöschendorf,54.0374,9.48845,P,PPLA4,DE,258
2852566,Porz am Rhein,50.88637,7.0583,P,PPLX,DE,113415
2852577,Porta Westfalica,52.22961,8.91612,P,PPL,DE,36364
2852591,Porschdorf,50.9418,14.12687,P,PPL,DE,1317
2852599,Pörnbach,48.61667,11.46667,P,PPLA4,DE,1969
2852600,Pörmitz,50.61667,11.81667,P,PPLA4,DE,221
2852637,Poppenricht,49.47557,11.79778,P,PPLA4,DE,3319
2852656,Poppenhausen,50.48793,9.86795,P,PPL,DE,2685
2852658,Poppenhausen,50.09999,10.14244,P,PPLA4,DE,4119
2852673,Poppenbüttel,53.65917,10.08472,P,PPLX,DE,24135
2852675,Poppenbüll,54.36088,8.7612,P,PPLA4,DE,195
2852729,Ponitz,50.85762,12.42309,P,PPLA4,DE,1808
2852745,Pomster,50.35346,6.84277,P,PPLA4,DE,195
2852757,Pommersfelden,49.76667,10.81667,P,PPLA4,DE,2874
2852758,Pommern,50.16667,7.28333,P,PPLA4,DE,484
2852765,Pommerby,54.75841,9.93855,P,PPLA4,DE,0
2852771,Pömmelte,51.99419,11.83601,P,PPL,DE,687
2852772,Pommelsbrunn,49.50437,11.51101,P,PPLA4,DE,5432
2852789,Pölzig,50.95,12.2,P,PPLA4,DE,1395
2852809,Polsingen,48.92067,10.7115,P,PPLA4,DE,2042
2852840,Polling,48.21667,12.56667,P,PPLA4,DE,3465
2852841,Polling,47.81102,11.13241,P,PPLA4,DE,3228
2852847,Pollhagen,52.38529,9.18813,P,PPLA4,DE,1242
2852856,Pollenfeld,48.95,11.2,P,PPLA4,DE,0
2852857,Polleben,51.57966,11.59931,P,PPL,DE,1088
2852858,Polle,51.89871,9.40386,P,PPL,DE,1196
2852863,Poll,50.91256,6.99057,P,PPLX,DE,11311
2852877,Pölitz,53.77303,10.38276,P,PPLA4,DE,1166
2852882,Pölich,49.8,6.85,P,PPLA4,DE,379
2852883,Poley,51.77549,11.82079,P,PPL,DE,667
2852909,Polch,50.29973,7.31315,P,PPL,DE,6590
2852914,Pokrent,53.64894,11.14623,P,PPL,DE,785
2852939,Poing,48.17004,11.81863,P,PPLA4,DE,11592
2852957,Pohnsdorf,54.23955,10.24896,P,PPLA4,DE,518
2852978,Pohle,52.26627,9.34404,P,PPLA4,DE,956
2852991,Pöhla,50.51143,12.81889,P,PPL,DE,1281
2852994,Pöhl,50.55,12.18333,P,PPLA4,DE,0
2852996,Pohl,50.25,7.86667,P,PPLA4,DE,377
2853009,Poggensee,53.64191,10.57832,P,PPLA4,DE,354
2853037,Pogeez,53.75115,10.72875,P,PPLA4,DE,430
2853052,Podelzig,52.47175,14.53465,P,PPLA4,DE,1015
2853065,Pocking,48.40149,13.31315,P,PPL,DE,14646
2853066,Pöcking,47.96667,11.3,P,PPLA4,DE,5734
2853071,Pockau,50.7,13.23333,P,PPLA4,DE,4283
2853085,Pobershau,50.64079,13.21776,P,PPL,DE,2031
2853089,Pluwig,49.68976,6.71239,P,PPLA4,DE,1237
2853090,Plütscheid,50.08333,6.41667,P,PPLA4,DE,319
2853093,Plüschow,53.83256,11.27107,P,PPL,DE,541
2853107,Plüderhausen,48.79875,9.59587,P,PPLA4,DE,9559
2853113,Plötzky,52.05207,11.80202,P,PPL,DE,1040
2853114,Plötzkau,51.75,11.68333,P,PPLA4,DE,1486
2853131,Plötz,51.63775,11.94925,P,PPL,DE,801
2853136,Plothen,50.63333,11.76667,P,PPLA4,DE,328
2853146,Plößberg,49.91977,11.86883,P,PPL,DE,3531
2853162,Plön,54.16202,10.42765,P,PPLA3,DE,13068
2853180,Plochingen,48.71067,9.41949,P,PPL,DE,14611
2853192,Pliezhausen,48.55934,9.20749,P,PPLA4,DE,9618
2853200,Pliening,48.19556,11.80069,P,PPLA4,DE,4812
2853202,Pleystein,49.64907,12.40631,P,PPL,DE,2730
2853209,Plettenberg,51.20949,7.87261,P,PPL,DE,28206
2853231,Plessa,51.46667,13.61667,P,PPLA4,DE,3283
2853232,Pless,48.0931,10.15137,P,PPL,DE,848
2853242,Pleizenhausen,50.01667,7.56667,P,PPLA4,DE,247
2853244,Pleitersheim,49.83333,7.95,P,PPLA4,DE,361
2853245,Pleisweiler-Oberhofen,49.11806,8.00778,P,PPLA4,DE,817
2853253,Pleiskirchen,48.30713,12.59832,P,PPLA4,DE,2407
2853260,Pleinfeld,49.10473,10.98194,P,PPL,DE,7482
2853261,Plein,50.03333,6.86667,P,PPLA4,DE,665
2853266,Pleidelsheim,48.9592,9.20311,P,PPLA4,DE,6217
2853271,Pleckhausen,50.59506,7.54216,P,PPLA4,DE,785
2853292,Plauen,50.4973,12.13782,P,PPLA3,DE,66412
